,Unnamed: 0,Unnamed: 0.1,site_id,article,paragraph,text,pos,url,len,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function.,pronoun,ppron,i,we,you,shehe,they,ipron,article.1,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP,sentences,n_sent,next_text,last_sentence,second_last_sentence,first_sentence,second_sentence,last_first_score,sec_last_first_score,sec_last_second_score,last_second_score
3105,3131,5697,2,8465,1,"Using a powerful wireless chip, these hearing aids can be programmed and adjusted with an iPhone, iPad or iPod. They can be speakers for music, TV and telephones. And if theyre lost, an iPhone can help a user find them.",1120,http://startribune.com/business/249056681.html,2494,41,52.82,76.78,1.17,3.09,13.67,17.07,82.93,48.78,9.76,7.32,0.0,0.0,0.0,0.0,7.32,2.44,9.76,4.88,12.2,0.0,12.2,0.0,12.2,0.0,0.0,0.0,0.0,0.0,2.44,0.0,2.44,0.0,0.0,2.44,14.63,0.0,0.0,0.0,0.0,12.2,2.44,2.44,2.44,4.88,0.0,7.32,9.76,0.0,9.76,0.0,2.44,0.0,2.44,2.44,0.0,7.32,2.44,4.88,4.88,0.0,0.0,2.44,14.63,0.0,0.0,0.0,0.0,0.0,2.44,7.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.07,7.32,9.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['Using a powerful wireless chip, these hearing aids can be programmed and adjusted with an iPhone, iPad or iPod.', 'They can be speakers for music, TV and telephones.', 'And if they��re lost, an iPhone can help a user find them.']",3,"GN ReSound, whose North American headquarters is in Bloomington, has teamed up with Apple to unveil Linx, the first made-for-iPhone hearing system. The technology melds hearing aids with popular consumer products, with the hopes of lessening the stigma associated with wearing hearing devices.","And if theyre lost, an iPhone can help a user find them.","They can be speakers for music, TV and telephones.","GN ReSound, whose North American headquarters is in Bloomington, has teamed up with Apple to unveil Linx, the first made-for-iPhone hearing system.","The technology melds hearing aids with popular consumer products, with the hopes of lessening the stigma associated with wearing hearing devices.","[0.999946117401123, 5.3882988140685484e-05]","[0.9999897480010986, 1.0241973541269545e-05]","[0.9999884366989136, 1.1520463885972276e-05]","[0.9999440908432007, 5.593797686742619e-05]"
3106,3132,5698,2,8465,2,"GN ReSound, whose North American headquarters is in Bloomington, has teamed up with Apple to unveil Linx, the first made-for-iPhone hearing system. The technology melds hearing aids with popular consumer products, with the hopes of lessening the stigma associated with wearing hearing devices.",1199,http://startribune.com/business/249056681.html,2494,45,99.0,90.87,1.0,94.19,22.5,33.33,68.89,35.56,2.22,0.0,0.0,0.0,0.0,0.0,0.0,2.22,8.89,20.0,4.44,0.0,0.0,0.0,11.11,2.22,0.0,2.22,2.22,0.0,4.44,4.44,0.0,0.0,0.0,0.0,13.33,0.0,0.0,0.0,0.0,6.67,0.0,4.44,2.22,2.22,0.0,0.0,6.67,0.0,6.67,0.0,4.44,2.22,2.22,2.22,0.0,6.67,2.22,4.44,2.22,0.0,0.0,2.22,6.67,0.0,8.89,0.0,6.67,2.22,8.89,2.22,0.0,2.22,0.0,0.0,2.22,0.0,2.22,0.0,0.0,0.0,17.78,4.44,8.89,0.0,0.0,0.0,0.0,4.44,0.0,0.0,0.0,0.0,"['GN ReSound, whose North American headquarters is in Bloomington, has teamed up with Apple to unveil Linx, the first made-for-iPhone hearing system.', 'The technology melds hearing aids with popular consumer products, with the hopes of lessening the stigma associated with wearing hearing devices.']",2,"Discreetly controlling hearing aids through an iPhone not only reduces the stigma, but also the clumsiness that comes with fiddling with hearing aid controls, Herman said. The programming even saves settings, automatically geocoded for repeat locations, such as a favorite restaurant or an arena. Also, the ringing that happens when hearing aid patients use cellphones is a thing of the past because the iPhone sends its sound directly through the hearing aids.","The technology melds hearing aids with popular consumer products, with the hopes of lessening the stigma associated with wearing hearing devices.","GN ReSound, whose North American headquarters is in Bloomington, has teamed up with Apple to unveil Linx, the first made-for-iPhone hearing system.","Discreetly controlling hearing aids through an iPhone not only reduces the stigma, but also the clumsiness that comes with fiddling with hearing aid controls, Herman said.","The programming even saves settings, automatically geocoded for repeat locations, such as a favorite restaurant or an arena.","[0.9999972581863403, 2.71131443696504e-06]","[0.9999960660934448, 3.975636445829878e-06]","[0.00022650929167866707, 0.9997734427452087]","[0.9975905418395996, 0.0024095114786177874]"
3107,3133,5700,2,8465,4,"Discreetly controlling hearing aids through an iPhone not only reduces the stigma, but also the clumsiness that comes with fiddling with hearing aid controls, Herman said. The programming even saves settings, automatically geocoded for repeat locations, such as a favorite restaurant or an arena. Also, the ringing that happens when hearing aid patients use cellphones is a thing of the past because the iPhone sends its sound directly through the hearing aids.",1341,http://startribune.com/business/249056681.html,2494,72,91.38,60.95,11.8,51.78,24.0,34.72,77.78,45.83,5.56,0.0,0.0,0.0,0.0,0.0,0.0,5.56,15.28,9.72,1.39,8.33,9.72,1.39,9.72,2.78,1.39,1.39,0.0,0.0,1.39,1.39,0.0,0.0,0.0,0.0,8.33,0.0,0.0,0.0,0.0,11.11,0.0,5.56,0.0,1.39,1.39,4.17,11.11,0.0,11.11,0.0,4.17,0.0,2.78,2.78,1.39,2.78,0.0,0.0,2.78,0.0,0.0,2.78,6.94,0.0,9.72,2.78,2.78,4.17,1.39,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,4.17,6.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['Discreetly controlling hearing aids through an iPhone not only reduces the stigma, but also the clumsiness that comes with fiddling with hearing aid controls, Herman said.', 'The programming even saves settings, automatically geocoded for repeat locations, such as a favorite restaurant or an arena.', 'Also, the ringing that happens when hearing aid patients use cellphones is a thing of the past because the iPhone sends its sound directly through the hearing aids.']",3,"No Apple device? No worries. Linx can address about 90 percent of all hearing loss, even without the Apple features, Herman said.","Also, the ringing that happens when hearing aid patients use cellphones is a thing of the past because the iPhone sends its sound directly through the hearing aids.","The programming even saves settings, automatically geocoded for repeat locations, such as a favorite restaurant or an arena.",No Apple device?,No worries.,"[0.9999891519546509, 1.0853064850380179e-05]","[0.9999563694000244, 4.365469794720411e-05]","[0.0016481942730024457, 0.9983518123626709]","[0.0011850011069327593, 0.9988150596618652]"
3108,3134,5701,2,8465,5,"No Apple device? No worries. Linx can address about 90 percent of all hearing loss, even without the Apple features, Herman said.",1484,http://startribune.com/business/249056681.html,2494,22,79.25,18.16,1.0,1.0,7.33,27.27,68.18,36.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,13.64,4.55,9.09,0.0,13.64,4.55,0.0,0.0,0.0,4.55,9.09,9.09,0.0,9.09,4.55,0.0,4.55,9.09,0.0,0.0,0.0,0.0,9.09,0.0,0.0,0.0,0.0,4.55,4.55,9.09,0.0,9.09,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,4.55,0.0,0.0,4.55,4.55,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.73,9.09,9.09,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,"['No Apple device?', 'No worries.', 'Linx can address about 90 percent of all hearing loss, even without the Apple features, Herman said.']",3,"Expect to pay a premium for all those features. The hearing aids are priced between $2,900 and $3,500, depending on features and where the devices are sold. ReSound declined to provide financial details of its exclusive partnership with Apple.","Linx can address about 90 percent of all hearing loss, even without the Apple features, Herman said.",No worries.,Expect to pay a premium for all those features.,"The hearing aids are priced between $2,900 and $3,500, depending on features and where the devices are sold.","[0.9999909400939941, 9.03708041732898e-06]","[0.999584972858429, 0.00041507338755764067]","[0.008870210498571396, 0.9911297559738159]","[0.999995231628418, 4.742028067994397e-06]"
3109,3135,5702,2,8465,6,"Expect to pay a premium for all those features. The hearing aids are priced between $2,900 and $3,500, depending on features and where the devices are sold. ReSound declined to provide financial details of its exclusive partnership with Apple.",1531,http://startribune.com/business/249056681.html,2494,41,97.61,76.78,1.0,25.77,13.67,34.15,68.29,41.46,4.88,0.0,0.0,0.0,0.0,0.0,0.0,4.88,7.32,17.07,4.88,2.44,4.88,0.0,7.32,0.0,0.0,2.44,9.76,2.44,0.0,0.0,0.0,0.0,0.0,0.0,7.32,0.0,2.44,0.0,0.0,7.32,0.0,2.44,2.44,2.44,2.44,0.0,2.44,0.0,2.44,0.0,2.44,0.0,2.44,2.44,0.0,2.44,2.44,0.0,0.0,0.0,0.0,2.44,7.32,2.44,4.88,0.0,4.88,0.0,4.88,0.0,0.0,9.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.51,7.32,7.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.88,"['Expect to pay a premium for all those features.', 'The hearing aids are priced between $2,900 and $3,500, depending on features and where the devices are sold.', 'ReSound declined to provide financial details of its exclusive partnership with Apple.']",3,"Linx was released commercially in the United States last week after a December trial period. It will be rolled out in other markets worldwide over the coming months, officials said.",ReSound declined to provide financial details of its exclusive partnership with Apple.,"The hearing aids are priced between $2,900 and $3,500, depending on features and where the devices are sold.",Linx was released commercially in the United States last week after a December trial period.,"It will be rolled out in other markets worldwide over the coming months, officials said.","[0.9999825954437256, 1.735484693199396e-05]","[0.9994131326675415, 0.0005868381122127175]","[0.9999655485153198, 3.444909816607833e-05]","[0.9999886751174927, 1.1326833373459522e-05]"
3110,3136,5703,2,8465,7,"Linx was released commercially in the United States last week after a December trial period. It will be rolled out in other markets worldwide over the coming months, officials said.",1610,http://startribune.com/business/249056681.html,2494,30,98.46,50.0,99.0,25.77,15.0,20.0,76.67,43.33,6.67,0.0,0.0,0.0,0.0,0.0,0.0,6.67,10.0,16.67,10.0,0.0,0.0,0.0,16.67,3.33,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,0.0,0.0,0.0,0.0,3.33,0.0,0.0,0.0,0.0,0.0,3.33,3.33,0.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,6.67,0.0,0.0,6.67,0.0,0.0,6.67,3.33,6.67,36.67,3.33,13.33,20.0,6.67,0.0,0.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.67,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['Linx was released commercially in the United States last week after a December trial period.', 'It will be rolled out in other markets worldwide over the coming months, officials said.']",2,"Beth Erlich, a doctor of audiology in the San Francisco Bay Area, was part of that early trial. In fact, she wears the Linx hearing aids.","It will be rolled out in other markets worldwide over the coming months, officials said.",Linx was released commercially in the United States last week after a December trial period.,"Beth Erlich, a doctor of audiology in the San Francisco Bay Area, was part of that early trial.","In fact, she wears the Linx hearing aids.","[0.0017634461401030421, 0.9982365369796753]","[0.9999740123748779, 2.5946736059268005e-05]","[0.9999880790710449, 1.1961824384343345e-05]","[0.00013845236389897764, 0.999861478805542]"
3111,3137,5704,2,8465,8,"Beth Erlich, a doctor of audiology in the San Francisco Bay Area, was part of that early trial. In fact, she wears the Linx hearing aids.",1673,http://startribune.com/business/249056681.html,2494,26,99.0,77.92,5.76,25.77,13.0,11.54,73.08,38.46,7.69,3.85,0.0,0.0,0.0,3.85,0.0,3.85,11.54,15.38,3.85,0.0,0.0,0.0,7.69,3.85,0.0,0.0,0.0,3.85,0.0,0.0,0.0,0.0,0.0,0.0,7.69,0.0,0.0,3.85,0.0,3.85,0.0,0.0,0.0,0.0,3.85,0.0,7.69,0.0,7.69,0.0,11.54,3.85,7.69,3.85,0.0,3.85,0.0,0.0,3.85,0.0,0.0,3.85,3.85,0.0,15.38,0.0,11.54,3.85,3.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.23,7.69,11.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['Beth Erlich, a doctor of audiology in the San Francisco Bay Area, was part of that early trial.', 'In fact, she wears the Linx hearing aids.']",2,"It has been wonderful and our patients response has been fantastic, she said. Its fun to have patients come in and say I want this. instead of Do I have to have hearing aids?","In fact, she wears the Linx hearing aids.","Beth Erlich, a doctor of audiology in the San Francisco Bay Area, was part of that early trial.","It has been wonderful and our patients response has been fantastic, she said.",Its fun to have patients come in and say I want this.,"[0.9993690848350525, 0.0006309156306087971]","[0.9999773502349854, 2.264547219965607e-05]","[0.8436188697814941, 0.15638110041618347]","[0.9439337253570557, 0.056066256016492844]"
3112,3138,5705,2,8465,9,"It has been wonderful and our patients response has been fantastic, she said. Its fun to have patients come in and say I want this. instead of Do I have to have hearing aids?",1720,http://startribune.com/business/249056681.html,2494,35,8.19,80.42,1.94,99.0,11.67,20.0,91.43,62.86,20.0,11.43,5.71,2.86,0.0,2.86,0.0,8.57,0.0,11.43,22.86,2.86,5.71,0.0,34.29,8.57,0.0,0.0,0.0,0.0,8.57,8.57,0.0,0.0,0.0,0.0,14.29,0.0,0.0,2.86,0.0,8.57,0.0,2.86,2.86,0.0,0.0,2.86,8.57,0.0,8.57,0.0,2.86,0.0,2.86,2.86,0.0,2.86,2.86,0.0,0.0,0.0,0.0,8.57,25.71,0.0,5.71,2.86,2.86,0.0,0.0,2.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.43,5.71,2.86,0.0,0.0,2.86,0.0,0.0,0.0,0.0,0.0,0.0,"['��It has been wonderful and our patients�� response has been fantastic,�� she said.', '��It��s fun to have patients come in and say ��I want this.�� instead of ��Do I have to have hearing aids?�� ��']",2,"Patients tell her that it is one of the most natural sounding hearing instruments they have ever heard, she said. A person who enjoys bird-watching and could not hear the birds before now can discriminate between the different warbles.",instead of Do I have to have hearing aids?,Its fun to have patients come in and say I want this.,"Patients tell her that it is one of the most natural sounding hearing instruments they have ever heard, she said.",A person who enjoys bird-watching and could not hear the birds before now can discriminate between the different warbles.,"[0.9999709129333496, 2.9082941182423383e-05]","[0.9999780654907227, 2.189498809457291e-05]","[0.0001850188709795475, 0.999815046787262]","[0.9998680353164673, 0.00013193361519370228]"
3113,3139,5706,2,8465,10,"Patients tell her that it is one of the most natural sounding hearing instruments they have ever heard, she said. A person who enjoys bird-watching and could not hear the birds before now can discriminate between the different warbles.",1783,http://startribune.com/business/249056681.html,2494,40,58.47,95.99,1.0,72.57,20.0,25.0,85.0,52.5,15.0,7.5,0.0,0.0,0.0,5.0,2.5,7.5,10.0,7.5,10.0,5.0,2.5,2.5,20.0,10.0,7.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,25.0,0.0,0.0,5.0,0.0,12.5,0.0,0.0,2.5,2.5,2.5,5.0,15.0,2.5,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,0.0,7.5,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,2.5,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,"['Patients tell her that ��it is one of the most natural sounding hearing instruments they have ever heard,�� she said.', '��A person who enjoys bird-watching and could not hear the birds before now can discriminate between the different warbles.��']",2,"Erlichs practice, the Hearing Center of Castro Valley,  has about 4,000 patients. She estimates that 80 percent of them would benefit from the new technology.",A person who enjoys bird-watching and could not hear the birds before now can discriminate between the different warbles.,"Patients tell her that it is one of the most natural sounding hearing instruments they have ever heard, she said.","Erlichs practice, the Hearing Center of Castro Valley,  has about 4,000 patients.",She estimates that 80 percent of them would benefit from the new technology.,"[0.0003964200441259891, 0.9996035695075989]","[0.99998939037323, 1.0582009963400196e-05]","[0.999990701675415, 9.326792678621132e-06]","[2.6964364224113524e-05, 0.9999730587005615]"
3114,3140,5707,2,8465,11,"Erlichs practice, the Hearing Center of Castro Valley,  has about 4,000 patients. She estimates that 80 percent of them would benefit from the new technology.",1862,http://startribune.com/business/249056681.html,2494,27,92.84,86.68,1.0,88.52,13.5,25.93,62.96,40.74,11.11,7.41,0.0,0.0,0.0,3.7,3.7,3.7,7.41,14.81,7.41,3.7,0.0,0.0,7.41,3.7,0.0,0.0,11.11,3.7,3.7,3.7,0.0,0.0,0.0,0.0,11.11,0.0,0.0,3.7,0.0,3.7,0.0,0.0,3.7,0.0,0.0,0.0,3.7,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,7.41,0.0,3.7,0.0,3.7,0.0,0.0,7.41,0.0,7.41,0.0,3.7,3.7,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.52,7.41,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['Erlich��s practice, the Hearing Center of Castro Valley,  has about 4,000 patients.', 'She estimates that 80 percent of them would benefit from the new technology.']",2,"Thom Gunderson, a senior analyst for Piper Jaffray & Co., said efforts by hearing aid makers to differentiate themselves based on technology is not new. In fact, such efforts are increasing, he said.",She estimates that 80 percent of them would benefit from the new technology.,"Erlichs practice, the Hearing Center of Castro Valley,  has about 4,000 patients.","Thom Gunderson, a senior analyst for Piper Jaffray & Co., said efforts by hearing aid makers to differentiate themselves based on technology is not new.","In fact, such efforts are increasing, he said.","[0.9999934434890747, 6.541060884046601e-06]","[0.9999934434890747, 6.540649337694049e-06]","[0.0016082864021882415, 0.9983916878700256]","[0.999967098236084, 3.2900050427997485e-05]"
