,Unnamed: 0,Unnamed: 0.1,site_id,article,paragraph,text,pos,url,len,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function.,pronoun,ppron,i,we,you,shehe,they,ipron,article.1,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP,sentences,n_sent,next_text,last_sentence,second_last_sentence,first_sentence,second_sentence,last_first_score,sec_last_first_score,sec_last_second_score,last_second_score
3000,3024,5498,2,8454,1,Its a device that even Medtronic Inc. officials admit is a little James Bond. But the tiny wireless cardiac monitor that doctors slip just beneath the skin with a syringe-like device is expected to make a very real impact for doctors and patients.,1020,http://startribune.com/business/246163181.html,2396,45,94.76,50.0,4.97,25.77,15.0,24.44,75.56,46.67,6.67,0.0,0.0,0.0,0.0,0.0,0.0,6.67,13.33,11.11,4.44,6.67,4.44,0.0,8.89,2.22,2.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22,0.0,0.0,0.0,0.0,8.89,2.22,2.22,2.22,0.0,0.0,2.22,4.44,2.22,0.0,2.22,8.89,2.22,6.67,0.0,0.0,8.89,0.0,0.0,8.89,0.0,0.0,0.0,8.89,2.22,8.89,2.22,6.67,0.0,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.89,6.67,0.0,0.0,0.0,0.0,0.0,2.22,0.0,0.0,0.0,0.0,"['It��s a device that even Medtronic Inc. officials admit is a little James Bond.', 'But the tiny wireless cardiac monitor that doctors slip just beneath the skin with a syringe-like device is expected to make a very real impact for doctors and patients.']",2,"Called the Reveal Linq ICM, the tinier-than-a-battery device can tell doctors if fainting or dizziness is because of an abnormal heart rhythm. It takes 30 seconds and youre done, Pat Mackin, president of Medtronics cardiac rhythm disease management business, said of the time it takes to implant.",But the tiny wireless cardiac monitor that doctors slip just beneath the skin with a syringe-like device is expected to make a very real impact for doctors and patients.,Its a device that even Medtronic Inc. officials admit is a little James Bond.,"Called the Reveal Linq ICM, the tinier-than-a-battery device can tell doctors if fainting or dizziness is because of an abnormal heart rhythm.","It takes 30 seconds and youre done, Pat Mackin, president of Medtronics cardiac rhythm disease management business, said of the time it takes to implant.","[0.9999966621398926, 3.367985527802375e-06]","[0.9999939203262329, 6.0642942116828635e-06]","[0.999996542930603, 3.4576141842990182e-06]","[0.9999957084655762, 4.346538389654597e-06]"
3001,3025,5499,2,8454,2,"Called the Reveal Linq ICM, the tinier-than-a-battery device can tell doctors if fainting or dizziness is because of an abnormal heart rhythm. It takes 30 seconds and youre done, Pat Mackin, president of Medtronics cardiac rhythm disease management business, said of the time it takes to implant.",1099,http://startribune.com/business/246163181.html,2396,52,92.84,64.99,5.76,25.77,26.0,26.92,78.85,38.46,5.77,1.92,0.0,0.0,1.92,0.0,0.0,3.85,9.62,9.62,5.77,0.0,7.69,0.0,13.46,5.77,3.85,0.0,1.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.69,0.0,0.0,0.0,0.0,11.54,1.92,1.92,3.85,3.85,0.0,5.77,3.85,1.92,1.92,0.0,11.54,1.92,9.62,0.0,0.0,11.54,0.0,0.0,7.69,3.85,0.0,5.77,9.62,0.0,7.69,0.0,0.0,7.69,7.69,0.0,0.0,1.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.31,3.85,7.69,0.0,0.0,0.0,0.0,5.77,0.0,0.0,0.0,0.0,"['Called the Reveal Linq ICM, the tinier-than-a-battery device can tell doctors if fainting or dizziness is because of an abnormal heart rhythm.', '��It takes 30 seconds and you��re done,�� Pat Mackin, president of Medtronic��s cardiac rhythm disease management business, said of the time it takes to implant.']",2,"Fridley-based Medtronic on Wednesday announced the global launch of the device, about one-third the size of a AAA battery in volume and about 80 percent smaller than similar devices on the market. The company has received regulatory approval in the United States and Europe. The device is inserted through a 1-centimeter incision. There is no need for general anesthetic, and it continuously and wirelessly monitors the heart for up to three years.","It takes 30 seconds and youre done, Pat Mackin, president of Medtronics cardiac rhythm disease management business, said of the time it takes to implant.","Called the Reveal Linq ICM, the tinier-than-a-battery device can tell doctors if fainting or dizziness is because of an abnormal heart rhythm.","Fridley-based Medtronic on Wednesday announced the global launch of the device, about one-third the size of a AAA battery in volume and about 80 percent smaller than similar devices on the market.",The company has received regulatory approval in the United States and Europe.,"[0.9999957084655762, 4.324949713918613e-06]","[0.999995231628418, 4.825186806556303e-06]","[0.9998855590820312, 0.00011445893323980272]","[0.9996821880340576, 0.0003178107144776732]"
3002,3026,5500,2,8454,3,"Fridley-based Medtronic on Wednesday announced the global launch of the device, about one-third the size of a AAA battery in volume and about 80 percent smaller than similar devices on the market. The company has received regulatory approval in the United States and Europe. The device is inserted through a 1-centimeter incision. There is no need for general anesthetic, and it continuously and wirelessly monitors the heart for up to three years.",1194,http://startribune.com/business/246163181.html,2396,75,99.0,50.0,14.56,50.67,18.75,29.33,70.67,45.33,1.33,0.0,0.0,0.0,0.0,0.0,0.0,1.33,13.33,18.67,4.0,4.0,5.33,1.33,6.67,5.33,4.0,0.0,6.67,1.33,1.33,1.33,0.0,0.0,0.0,0.0,2.67,0.0,0.0,0.0,0.0,5.33,0.0,2.67,1.33,0.0,0.0,1.33,0.0,0.0,0.0,0.0,1.33,1.33,0.0,0.0,0.0,5.33,0.0,0.0,5.33,0.0,0.0,0.0,5.33,0.0,14.67,2.67,9.33,4.0,4.0,0.0,0.0,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.33,2.67,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,"['Fridley-based Medtronic on Wednesday announced the global launch of the device, about one-third the size of a AAA battery in volume and about 80 percent smaller than similar devices on the market.', 'The company has received regulatory approval in the United States and Europe.', 'The device is inserted through a 1-centimeter incision.', 'There is no need for general anesthetic, and it continuously and wirelessly monitors the heart for up to three years.']",4,"There is a huge void for this type of technology, said Dr. Rod Passman, professor and associate director of cardiac electrophysiology at the Northwestern University Feinberg School of Medicine in Chicago. This device is good at picking up all abnormal rhythms of the heart.","There is no need for general anesthetic, and it continuously and wirelessly monitors the heart for up to three years.",The device is inserted through a 1-centimeter incision.,"There is a huge void for this type of technology, said Dr. Rod Passman, professor and associate director of cardiac electrophysiology at the Northwestern University Feinberg School of Medicine in Chicago.",This device is good at picking up all abnormal rhythms of the heart.,"[0.9999961853027344, 3.828992248600116e-06]","[0.9999759197235107, 2.4026716346270405e-05]","[0.9999933242797852, 6.719442808389431e-06]","[0.9999958276748657, 4.15320391766727e-06]"
3003,3027,5501,2,8454,4,"There is a huge void for this type of technology, said Dr. Rod Passman, professor and associate director of cardiac electrophysiology at the Northwestern University Feinberg School of Medicine in Chicago. This device is good at picking up all abnormal rhythms of the heart.",1321,http://startribune.com/business/246163181.html,2396,44,99.0,58.97,11.0,68.66,22.0,34.09,77.27,40.91,4.55,0.0,0.0,0.0,0.0,0.0,0.0,4.55,6.82,20.45,4.55,2.27,2.27,0.0,9.09,2.27,0.0,0.0,0.0,2.27,2.27,2.27,0.0,0.0,0.0,0.0,2.27,0.0,0.0,0.0,0.0,6.82,0.0,2.27,2.27,0.0,2.27,0.0,2.27,0.0,2.27,0.0,6.82,2.27,4.55,0.0,0.0,13.64,2.27,0.0,9.09,2.27,0.0,2.27,4.55,0.0,15.91,0.0,13.64,2.27,11.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.36,6.82,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['��There is a huge void for this type of technology,�� said Dr. Rod Passman, professor and associate director of cardiac electrophysiology at the Northwestern University Feinberg School of Medicine in Chicago.', '��This device is good at picking up all abnormal rhythms of the heart.��']",2,"Indicated for use as a diagnostic tool for people suffering from unexplained fainting, dizziness, palpitations or chest pain, Reveal also will help doctors determine if a patient has atrial fibrillation, Passman said. The abnormal heart rhythm, connected to stroke, can be very intermittent and asymptomatic. We usually only check for a few days and rely on patients to tell us whats wrong, he said. We miss it most of the time. We have been practicing this area of medicine in darkness.",This device is good at picking up all abnormal rhythms of the heart.,"There is a huge void for this type of technology, said Dr. Rod Passman, professor and associate director of cardiac electrophysiology at the Northwestern University Feinberg School of Medicine in Chicago.","Indicated for use as a diagnostic tool for people suffering from unexplained fainting, dizziness, palpitations or chest pain, Reveal also will help doctors determine if a patient has atrial fibrillation, Passman said.","The abnormal heart rhythm, connected to stroke, can be very intermittent and asymptomatic.","[0.9999938011169434, 6.183488039823715e-06]","[0.9999973773956299, 2.5975109565479215e-06]","[0.9999798536300659, 2.015301288338378e-05]","[0.9999945163726807, 5.464156856760383e-06]"
3004,3028,5502,2,8454,5,"Indicated for use as a diagnostic tool for people suffering from unexplained fainting, dizziness, palpitations or chest pain, Reveal also will help doctors determine if a patient has atrial fibrillation, Passman said. The abnormal heart rhythm, connected to stroke, can be very intermittent and asymptomatic. We usually only check for a few days and rely on patients to tell us whats wrong, he said. We miss it most of the time. We have been practicing this area of medicine in darkness.",1416,http://startribune.com/business/246163181.html,2396,82,77.86,92.82,4.76,1.0,16.4,25.61,81.71,46.34,9.76,6.1,0.0,4.88,0.0,1.22,0.0,3.66,6.1,13.41,7.32,4.88,7.32,0.0,15.85,6.1,2.44,1.22,0.0,2.44,4.88,0.0,4.88,0.0,0.0,2.44,12.2,0.0,0.0,0.0,1.22,10.98,3.66,1.22,2.44,4.88,0.0,2.44,7.32,2.44,2.44,2.44,10.98,2.44,8.54,0.0,0.0,9.76,6.1,1.22,2.44,0.0,1.22,3.66,9.76,1.22,8.54,0.0,3.66,4.88,2.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.63,6.1,8.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['Indicated for use as a diagnostic tool for people suffering from unexplained fainting, dizziness, palpitations or chest pain, Reveal also will help doctors determine if a patient has atrial fibrillation, Passman said.', 'The abnormal heart rhythm, connected to stroke, ��can be very intermittent and asymptomatic.', 'We usually only check for a few days and rely on patients to tell us what��s wrong,�� he said.', '��We miss it most of the time.', 'We have been practicing this area of medicine in darkness.��']",5,"Reveal Linq will automatically download its data via satellite every evening through Medtronics Carelink network, Passman said. Doctors will be able to program it to alert them to any specific abnormalities.",We have been practicing this area of medicine in darkness.,We miss it most of the time.,"Reveal Linq will automatically download its data via satellite every evening through Medtronics Carelink network, Passman said.",Doctors will be able to program it to alert them to any specific abnormalities.,"[0.9998719692230225, 0.0001280623982893303]","[0.0019473852589726448, 0.9980525970458984]","[0.0017772169085219502, 0.9982227683067322]","[0.9999765157699585, 2.3437762138200924e-05]"
3005,3029,5503,2,8454,6,"Reveal Linq will automatically download its data via satellite every evening through Medtronics Carelink network, Passman said. Doctors will be able to program it to alert them to any specific abnormalities.",1559,http://startribune.com/business/246163181.html,2396,32,89.26,73.4,1.0,25.77,16.0,40.62,65.62,34.38,9.38,3.12,0.0,0.0,0.0,0.0,3.12,6.25,0.0,15.62,9.38,0.0,0.0,0.0,12.5,6.25,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,15.62,3.12,0.0,3.12,3.12,6.25,0.0,6.25,3.12,3.12,0.0,3.12,0.0,3.12,0.0,0.0,6.25,0.0,3.12,3.12,0.0,0.0,3.12,3.12,6.25,6.25,0.0,3.12,3.12,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.38,6.25,3.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['Reveal Linq will automatically download its data via satellite every evening through Medtronic��s Carelink network, Passman said.', 'Doctors will be able to program it to alert them to any specific abnormalities.']",2,"Dr. Rob Schwartz, an interventional cardiologist with the Minneapolis Heart Institute and Abbott Northwestern Hospital, said he has no involvement with the Reveal Linq project. On Wednesday, he was happy to hear that the device had been approved for continuous monitoring of patients.",Doctors will be able to program it to alert them to any specific abnormalities.,"Reveal Linq will automatically download its data via satellite every evening through Medtronics Carelink network, Passman said.",Dr.,"Rob Schwartz, an interventional cardiologist with the Minneapolis Heart Institute and Abbott Northwestern Hospital, said he has no involvement with the Reveal Linq project.","[0.9999665021896362, 3.344067226862535e-05]","[0.9997860789299011, 0.00021396709780674428]","[0.9999974966049194, 2.456044512655353e-06]","[0.9999926090240479, 7.337499937420944e-06]"
3006,3030,5505,2,8454,8,"Dr. Rob Schwartz, an interventional cardiologist with the Minneapolis Heart Institute and Abbott Northwestern Hospital, said he has no involvement with the Reveal Linq project. On Wednesday, he was happy to hear that the device had been approved for continuous monitoring of patients.",1685,http://startribune.com/business/246163181.html,2396,43,94.84,82.39,1.0,95.29,21.5,32.56,74.42,44.19,6.98,4.65,0.0,0.0,0.0,4.65,0.0,2.33,9.3,13.95,9.3,0.0,2.33,2.33,13.95,2.33,0.0,0.0,0.0,0.0,4.65,4.65,0.0,0.0,0.0,0.0,11.63,0.0,0.0,0.0,4.65,2.33,2.33,0.0,0.0,0.0,0.0,0.0,6.98,2.33,4.65,0.0,6.98,2.33,4.65,0.0,0.0,2.33,0.0,0.0,2.33,0.0,0.0,9.3,4.65,0.0,6.98,0.0,4.65,2.33,4.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.95,6.98,6.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['Dr.', 'Rob Schwartz, an interventional cardiologist with the Minneapolis Heart Institute and Abbott Northwestern Hospital, said he has no involvement with the Reveal Linq project.', 'On Wednesday, he was happy to hear that the device had been approved for continuous monitoring of patients.']",3,"There are several problems in everyday clinical cardiology, fainting, other issues, he said. It can be tough to find out what happened and why it happened. Patients may come back in a month or they may never come back.","On Wednesday, he was happy to hear that the device had been approved for continuous monitoring of patients.","Rob Schwartz, an interventional cardiologist with the Minneapolis Heart Institute and Abbott Northwestern Hospital, said he has no involvement with the Reveal Linq project.","There are several problems in everyday clinical cardiology, fainting, other issues, he said.",It can be tough to find out what happened and why it happened.,"[0.9999903440475464, 9.659502211434301e-06]","[0.9999949932098389, 5.0510689106886275e-06]","[0.9936740398406982, 0.006325935944914818]","[0.00036153176915831864, 0.9996384382247925]"
3007,3031,5506,2,8454,9,"There are several problems in everyday clinical cardiology, fainting, other issues, he said. It can be tough to find out what happened and why it happened. Patients may come back in a month or they may never come back.",1780,http://startribune.com/business/246163181.html,2396,39,9.98,50.0,88.5,2.7,13.0,23.08,94.87,61.54,17.95,5.13,0.0,0.0,0.0,2.56,2.56,12.82,2.56,10.26,12.82,12.82,5.13,2.56,25.64,2.56,0.0,5.13,0.0,2.56,5.13,0.0,2.56,0.0,0.0,0.0,7.69,0.0,0.0,0.0,2.56,23.08,2.56,2.56,2.56,7.69,5.13,5.13,2.56,0.0,2.56,0.0,7.69,0.0,7.69,0.0,0.0,2.56,0.0,0.0,0.0,0.0,2.56,7.69,15.38,5.13,25.64,5.13,12.82,12.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.38,7.69,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['��There are several problems in everyday clinical cardiology, fainting, other issues,�� he said.', '��It can be tough to find out what happened and why it happened.', 'Patients may come back in a month or they may never come back.��']",3,"Schwartz said he had a research nurse who had fainting spells. She was 38 years old and apparently healthy. Doctors implanted the Reveal Linqs predecessor, the Reveal XT. Several months later, after she fainted at work, the device showed the womans heart had stopped for 12 seconds. She now has a pacemaker and is doing fine, Schwartz said.",Patients may come back in a month or they may never come back.,It can be tough to find out what happened and why it happened.,Schwartz said he had a research nurse who had fainting spells.,She was 38 years old and apparently healthy.,"[0.9996563196182251, 0.0003437260747887194]","[0.9997702240943909, 0.00022983716917224228]","[0.9973010420799255, 0.002699007745832205]","[0.00022475556761492044, 0.999775230884552]"
3008,3032,5507,2,8454,10,"Schwartz said he had a research nurse who had fainting spells. She was 38 years old and apparently healthy. Doctors implanted the Reveal Linqs predecessor, the Reveal XT. Several months later, after she fainted at work, the device showed the womans heart had stopped for 12 seconds. She now has a pacemaker and is doing fine, Schwartz said.",1859,http://startribune.com/business/246163181.html,2396,60,73.6,90.87,5.99,84.54,12.0,23.33,78.33,41.67,8.33,6.67,0.0,0.0,0.0,6.67,0.0,1.67,10.0,5.0,11.67,3.33,3.33,0.0,18.33,6.67,3.33,1.67,3.33,1.67,3.33,3.33,0.0,0.0,0.0,0.0,13.33,0.0,0.0,6.67,1.67,5.0,3.33,0.0,0.0,1.67,0.0,0.0,8.33,5.0,3.33,0.0,8.33,1.67,6.67,0.0,0.0,5.0,0.0,1.67,1.67,0.0,1.67,13.33,6.67,0.0,15.0,0.0,1.67,13.33,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,8.33,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['Schwartz said he had a research nurse who had fainting spells.', 'She was 38 years old and apparently healthy.', 'Doctors implanted the Reveal Linq��s predecessor, the Reveal XT.', 'Several months later, after she fainted at work, the device showed the woman��s heart had stopped for 12 seconds.', 'She now has a pacemaker and is doing fine, Schwartz said.']",5,"Its a very good thing, he said of Reveal Linq. Its going to help us.","She now has a pacemaker and is doing fine, Schwartz said.","Several months later, after she fainted at work, the device showed the womans heart had stopped for 12 seconds.","Its a very good thing, he said of Reveal Linq.",Its going to help us.,"[0.9999920129776001, 7.968969839566853e-06]","[0.000496639171615243, 0.9995033740997314]","[0.0001698801788734272, 0.9998301267623901]","[0.9999853372573853, 1.4679112609883305e-05]"
3009,3033,5508,2,8454,11,"Its a very good thing, he said of Reveal Linq. Its going to help us.",1970,http://startribune.com/business/246163181.html,2396,17,58.07,99.0,1.0,98.87,8.5,0.0,82.35,52.94,29.41,11.76,0.0,5.88,0.0,5.88,0.0,17.65,5.88,11.76,0.0,5.88,0.0,0.0,11.76,0.0,0.0,0.0,0.0,0.0,5.88,5.88,0.0,0.0,0.0,0.0,23.53,0.0,0.0,0.0,5.88,5.88,5.88,0.0,0.0,0.0,0.0,0.0,11.76,5.88,5.88,0.0,0.0,0.0,0.0,0.0,0.0,17.65,11.76,0.0,5.88,5.88,0.0,5.88,0.0,5.88,5.88,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.65,11.76,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['��It��s a very good thing,�� he said of Reveal Linq.', '��It��s going to help us.��']",2,"The fact that the device is tiny, is quick and easy to implant and cannot be seen will help convince patients to use it, Mackin said. Creating diagnostic technology that is smaller and smaller, yet powerful, is an increasing priority, he said. In-house Medtronic engineers have worked for many years to develop the Reveal Linq, he said.",Its going to help us.,"Its a very good thing, he said of Reveal Linq.","The fact that the device is tiny, is quick and easy to implant and cannot be seen will help convince patients to use it, Mackin said.","Creating diagnostic technology that is smaller and smaller, yet powerful, is an increasing priority, he said.","[0.9999876022338867, 1.2416634490364231e-05]","[0.9999938011169434, 6.154214133857749e-06]","[0.9999949932098389, 5.056283498561243e-06]","[0.9999662637710571, 3.3734264434315264e-05]"
